,author,authorData,downloads,gated,id,lastModified,likes,pipeline_tag,private,repoType,isLikedByUser,sizes,min_size,max_size,trending,mined_date
13,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/bge-base-en-v1.5,2024-03-12T01:51:19.000Z,6,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,14,14-05-2024
14,jinaai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/AFoybzd5lpBQXEBrQHuTt.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isEnterprise': True}",2941,False,jinaai/jina-embeddings-v2-base-code,2024-04-22T08:34:12.000Z,21,feature-extraction,False,model,False,642MB | 321MB | 162MB,169869312.0,673185792.0,15,14-05-2024
15,jinaai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/AFoybzd5lpBQXEBrQHuTt.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isEnterprise': True}",26738,False,jinaai/jina-embeddings-v2-base-de,2024-04-26T07:35:44.000Z,51,feature-extraction,False,model,False,641MB | 321MB | 162MB,169869312.0,672137216.0,16,14-05-2024
16,Snowflake,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/64ba2f59a6ccf0f64b4ad254/eTDA37yFwUVP45c1WTSs2.png', 'fullname': 'Snowflake', 'name': 'Snowflake', 'type': 'org', 'isHf': False, 'isEnterprise': False}",8951,False,Snowflake/snowflake-arctic-embed-s,2024-05-10T15:50:55.000Z,9,sentence-similarity,False,model,False,133MB | 60.1MB | 66.7MB | 34MB | 61.4MB | 34MB | 34MB,35651584.0,139460608.0,17,14-05-2024
17,jinaai,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/603763514de52ff951d89793/AFoybzd5lpBQXEBrQHuTt.png', 'fullname': 'Jina AI', 'name': 'jinaai', 'type': 'org', 'isHf': False, 'isEnterprise': True}",9078,False,jinaai/jina-reranker-v1-turbo-en,2024-04-19T03:12:04.000Z,23,feature-extraction,False,model,False,151MB | 103MB | 75.8MB | 38.3MB | 104MB | 38.3MB | 38.3MB,40160460.8,158334976.0,18,14-05-2024
18,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",163,False,Xenova/all-MiniLM-L6-v2,2024-03-12T03:11:08.000Z,39,feature-extraction,False,model,False,90.4MB | 45.3MB | 23MB | 23MB,24117248.0,94791270.4,19,14-05-2024
19,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/paraphrase-albert-small-v2,2024-03-21T12:03:05.000Z,0,feature-extraction,False,model,False,44.6MB | 22.4MB | 39.7MB,23488102.4,46766489.6,20,14-05-2024
20,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/paraphrase-albert-base-v2,2024-03-21T12:03:10.000Z,0,feature-extraction,False,model,False,44.7MB | 22.7MB | 40MB,23802675.2,46871347.2,21,14-05-2024
21,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/squeezebert-uncased,2024-03-21T12:03:18.000Z,0,feature-extraction,False,model,False,202MB | 101MB | 51.2MB,53687091.2,211812352.0,22,14-05-2024
22,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",11,False,Xenova/squeezebert-mnli,2024-03-21T12:03:25.000Z,0,feature-extraction,False,model,False,202MB | 101MB | 51.3MB,53791948.8,211812352.0,23,14-05-2024
23,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",4,False,Xenova/all-distilroberta-v1,2024-03-15T03:16:50.000Z,0,feature-extraction,False,model,False,326MB | 163MB | 82.1MB,86088089.6,341835776.0,24,14-05-2024
24,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",4,False,Xenova/paraphrase-multilingual-MiniLM-L12-v2,2024-03-12T01:21:35.000Z,7,feature-extraction,False,model,False,470MB | 235MB | 118MB,123731968.0,492830720.0,25,14-05-2024
25,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/paraphrase-MiniLM-L6-v2,2024-03-12T01:21:47.000Z,0,feature-extraction,False,model,False,90.4MB | 45.3MB | 23MB,24117248.0,94791270.4,26,14-05-2024
26,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",16,False,Xenova/all-mpnet-base-v2,2024-03-15T03:17:18.000Z,1,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,27,14-05-2024
27,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/all-roberta-large-v1,2024-03-15T03:18:56.000Z,0,feature-extraction,False,model,False,1.42GB | 709MB | 357MB,374341632.0,1524713390.08,28,14-05-2024
28,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/bert-base-nli-mean-tokens,2024-03-12T01:22:17.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,29,14-05-2024
29,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/distilbert-base-nli-mean-tokens,2024-03-21T12:03:34.000Z,0,feature-extraction,False,model,False,266MB | 133MB | 66.9MB,70149734.4,278921216.0,30,14-05-2024
30,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/distilbert-base-nli-stsb-mean-tokens,2024-03-21T12:03:42.000Z,0,feature-extraction,False,model,False,266MB | 133MB | 66.9MB,70149734.4,278921216.0,31,14-05-2024
31,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",4,False,Xenova/distiluse-base-multilingual-cased-v1,2024-03-21T12:03:59.000Z,0,feature-extraction,False,model,False,539MB | 270MB | 135MB,141557760.0,565182464.0,32,14-05-2024
32,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",1644,False,Xenova/distiluse-base-multilingual-cased-v2,2024-03-21T12:04:16.000Z,2,feature-extraction,False,model,False,539MB | 270MB | 135MB,141557760.0,565182464.0,33,14-05-2024
33,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/msmarco-distilbert-base-v4,2024-03-21T12:04:25.000Z,0,feature-extraction,False,model,False,266MB | 133MB | 66.9MB,70149734.4,278921216.0,34,14-05-2024
34,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/multi-qa-MiniLM-L6-cos-v1,2024-03-12T01:22:25.000Z,2,feature-extraction,False,model,False,90.4MB | 45.3MB | 23MB,24117248.0,94791270.4,35,14-05-2024
35,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/multi-qa-distilbert-cos-v1,2024-03-15T03:19:15.000Z,0,feature-extraction,False,model,False,266MB | 133MB | 66.9MB,70149734.4,278921216.0,36,14-05-2024
36,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/multi-qa-mpnet-base-cos-v1,2024-03-15T03:19:47.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,37,14-05-2024
37,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/multi-qa-mpnet-base-dot-v1,2024-03-15T03:20:16.000Z,1,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,38,14-05-2024
38,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/nli-mpnet-base-v2,2024-03-21T12:04:38.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,39,14-05-2024
39,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/paraphrase-MiniLM-L3-v2,2024-03-12T01:22:32.000Z,0,feature-extraction,False,model,False,69MB | 34.6MB | 17.5MB,18350080.0,72351744.0,40,14-05-2024
40,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/paraphrase-mpnet-base-v2,2024-03-21T12:04:52.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,41,14-05-2024
41,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3286,False,Xenova/paraphrase-multilingual-mpnet-base-v2,2024-03-21T12:05:28.000Z,2,feature-extraction,False,model,False,1.11GB | 555MB | 279MB,292552704.0,1191853424.64,42,14-05-2024
42,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/xlm-r-100langs-bert-base-nli-stsb-mean-tokens,2024-03-21T12:06:02.000Z,0,feature-extraction,False,model,False,1.11GB | 555MB | 279MB,292552704.0,1191853424.64,43,14-05-2024
43,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",12,False,Xenova/all-MiniLM-L12-v2,2024-03-12T01:22:43.000Z,3,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,44,14-05-2024
44,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/scibert_scivocab_uncased,2024-03-12T01:23:14.000Z,0,feature-extraction,False,model,False,438MB | 219MB | 111MB,116391936.0,459276288.0,45,14-05-2024
45,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/spanbert-large-cased,2024-03-12T01:25:46.000Z,0,feature-extraction,False,model,False,1.33GB | 666MB | 335MB,351272960.0,1428076625.92,46,14-05-2024
46,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/spanbert-base-cased,2024-03-12T01:26:18.000Z,0,feature-extraction,False,model,False,431MB | 216MB | 109MB,114294784.0,451936256.0,47,14-05-2024
47,sdan,"{'avatarUrl': '/avatars/d0eaf646e2d69def5ce1a549fbccf8c0.svg', 'fullname': 'sdan', 'name': 'sdan', 'type': 'user', 'isPro': False, 'isHf': False}",1,False,sdan/simple-embeddings,2023-06-14T23:42:54.000Z,0,feature-extraction,False,model,False,90.4MB | 23MB,24117248.0,94791270.4,48,14-05-2024
48,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/sentence_bert,2024-03-12T01:26:51.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,49,14-05-2024
49,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/e5-small-v2,2024-03-12T01:27:02.000Z,3,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,50,14-05-2024
50,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",2,False,Xenova/SapBERT-from-PubMedBERT-fulltext,2024-03-12T01:27:31.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,51,14-05-2024
51,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/indobert-base-p1,2024-03-12T01:28:05.000Z,0,feature-extraction,False,model,False,496MB | 248MB | 125MB,131072000.0,520093696.0,52,14-05-2024
52,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/UMLSBert_ENG,2024-03-12T01:28:40.000Z,1,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,53,14-05-2024
53,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/rubert-base-cased,2024-03-12T01:29:28.000Z,0,feature-extraction,False,model,False,709MB | 355MB | 178MB,186646528.0,743440384.0,54,14-05-2024
54,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/kobert,2024-03-12T01:29:53.000Z,0,feature-extraction,False,model,False,367MB | 184MB | 92.8MB,97307852.8,384827392.0,55,14-05-2024
55,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/e5-small,2024-03-12T01:30:04.000Z,0,feature-extraction,False,model,False,133MB | 66.7MB | 34MB,35651584.0,139460608.0,56,14-05-2024
56,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/e5-large,2024-03-12T01:31:36.000Z,0,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,57,14-05-2024
57,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",4,False,Xenova/e5-large-v2,2024-03-12T01:33:04.000Z,5,feature-extraction,False,model,False,1.34GB | 669MB | 337MB,353370112.0,1438814044.16,58,14-05-2024
58,Xenova,"{'avatarUrl': 'https://cdn-avatars.huggingface.co/v1/production/uploads/61b253b7ac5ecaae3d1efe0c/hwiQ0uvz3t-L5a-NtBIO6.png', 'fullname': 'Joshua', 'name': 'Xenova', 'type': 'user', 'isPro': False, 'isHf': True}",3,False,Xenova/e5-base,2024-03-12T01:33:34.000Z,0,feature-extraction,False,model,False,436MB | 218MB | 110MB,115343360.0,457179136.0,59,14-05-2024
